mql_id,seller_id,sdr_id,sr_id,won_date,business_segment,lead_type,lead_behaviour_profile,has_company,has_gtin,average_stock,business_type,declared_product_catalog_size,declared_monthly_revenue,first_contact_date,landing_page_id,origin,first_contact_date(y-m)
4e4e70d504b4c0006c8287dedc99d0fc,f7a0d94e966c5665355a182d5b199fcf,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-28 19:42:14,construction_tools_house_garden,online_medium,cat,0,0,0,reseller,0.0,0.0,2018-02-04,88740e65d5d6b056e0cda098e1ea6313,social,2018-02
408a9c4a79800232ac656249af3162eb,b566ab0ef88016e00422755e305103c6,de63de0d10a6012430098db33c679b0b,d3d1e91a157ea7f90548eef82f1955e3,2018-02-23 13:54:40,construction_tools_house_garden,online_big,cat,0,0,0,reseller,0.0,0.0,2018-02-21,b6885f18d203a61176418c1fb3764815,paid_search,2018-02
c556184b3fe2087834850b68fa435cee,2d2322d842118867781fc737e96d59a1,09285259593c61296eef10c734121d5b,2695de1affa7750089c0455f8ce27021,2018-05-22 13:24:08,household_utilities,online_medium,cat,0,0,0,reseller,0.0,0.0,2018-04-15,22c29808c4f815213303f8933030604c,direct_traffic,2018-04
67455a0673f5cf26deae5b270c003e83,e7012030d0fdd1d3ca504f6de7909c35,4b339f9567d060bcea4f5136b9f5949e,9ae085775a198122c5586fa830ff7f2b,2018-06-14 14:30:20,toys,online_big,wolf,0,0,0,reseller,0.0,0.0,2018-01-23,30077c17f2ec5010a82e37ad8925b95f,direct_traffic,2018-01
ab11f58a6bf7036a656364b0ba68fb74,9e7c5f4d7770eab65738cca38f9efccf,068066e24f0c643eb1d089c7dd20cd73,de63de0d10a6012430098db33c679b0b,2018-04-10 03:00:00,sports_leisure,online_medium,cat,0,0,0,reseller,0.0,0.0,2018-04-05,1ceb590cd1e00c7ee95220971f82693d,paid_search,2018-04
bae38661a27f6228ba38c36e766ed769,6a6b1614baaaf766293c17d8cb8c5a9d,f42a2bd194f7802ab052a815c8de65b7,495d4e95a8cf8bbf8b432b612a2aa328,2018-09-10 14:18:01,stationery,industry,cat,0,0,20-50,reseller,2000.0,100000.0,2018-02-18,88740e65d5d6b056e0cda098e1ea6313,social,2018-02
450b97a48568c3118ff397f73abe4e4a,df91910b6a03bb2e3358fa6a35e32f6f,09285259593c61296eef10c734121d5b,060c0a26f19f4d66b42e0d8796688490,2018-04-10 19:21:54,food_drink,online_medium,cat,0,0,0,manufacturer,0.0,0.0,2018-04-03,2f08471dfb83baef522f952438a36f6e,referral,2018-04
9878253904482726e741460a99adba86,92d46311e4fa7583d14c351fdc881af6,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,2018-01-26 17:23:46,food_supplement,industry,0,0,0,0,manufacturer,0.0,0.0,2018-01-22,22c29808c4f815213303f8933030604c,organic_search,2018-01
ed3d878bf23177e7075ce07578841047,249f0e9905a6e06ad6c6bea7547ab9f6,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,2018-05-11 19:03:19,home_decor,online_medium,cat,0,0,0,manufacturer,0.0,0.0,2018-05-09,22c29808c4f815213303f8933030604c,organic_search,2018-05
119ce5d79e3c006a9e46967bff271cb2,b494891378bd8f4560abe576c52deacd,b90f87164b5f8c2cfa5c8572834dbe3f,4ef15afb4b2723d8f3d81e51ec7afefe,2018-06-19 14:08:22,health_beauty,online_top,cat,0,0,0,reseller,0.0,0.0,2018-05-24,22c29808c4f815213303f8933030604c,organic_search,2018-05
1f4e960dc47c49ab5c2a495e00055f64,8c45b4bc4b5c1e2a4e789b4466a39b77,56bf83c4bb35763a51c2baab501b4c67,c638112b43f1d1b86dcabb0da720c901,2018-02-07 13:57:02,bed_bath_table,offline,0,0,0,0,reseller,0.0,0.0,2017-12-15,40dec9f3d5259a3d2dbcdab2114fae47,organic_search,2017-12
05d287893f5f083739da863da2c4b6f8,49f6ca9231352dedda1ad1176ce70531,9e4d1098a3b0f5da39b0bc48f9876645,060c0a26f19f4d66b42e0d8796688490,2018-04-16 13:09:09,health_beauty,online_small,cat,0,0,0,reseller,0.0,0.0,2018-03-29,58326e62183c14b0c03085c33b9fdc44,social,2018-03
0b97be8b4b408a3a0780a32e0a143a7f,7d13fca15225358621be4086e1eb0964,56bf83c4bb35763a51c2baab501b4c67,9ae085775a198122c5586fa830ff7f2b,2018-02-08 17:20:14,watches,online_big,0,0,0,0,reseller,0.0,0.0,2018-01-22,b76ef37428e6799c421989521c0e5077,unknown,2018-01
2552a7b886c1710f36be92ac29b1362d,efa89b428cbc422ba9313b4fc6feafc7,56bf83c4bb35763a51c2baab501b4c67,d3d1e91a157ea7f90548eef82f1955e3,2018-02-16 12:31:56,fashion_accessories,online_beginner,0,0,0,0,manufacturer,0.0,0.0,2018-01-09,b76ef37428e6799c421989521c0e5077,unknown,2018-01
59c0665c39a2bb9c8776d66f4e8b8f66,cb3666965a560e723403683bd378a5f7,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-22 12:40:15,jewerly,online_medium,0,0,0,0,manufacturer,0.0,0.0,2018-01-10,30077c17f2ec5010a82e37ad8925b95f,direct_traffic,2018-01
4151b0029636a1c55afcce9283ac7902,e819bcfade7b5d88a27325eb6cfd62c5,068066e24f0c643eb1d089c7dd20cd73,9ae085775a198122c5586fa830ff7f2b,2018-02-12 13:18:13,home_decor,industry,0,0,0,0,manufacturer,0.0,0.0,2018-02-05,22c29808c4f815213303f8933030604c,organic_search,2018-02
fc4166d1b1e192f650ee2d807b54c943,70c27847eca8195c983ed7e798c56743,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-08 20:57:44,pet,online_small,0,0,0,0,reseller,0.0,0.0,2018-01-16,88740e65d5d6b056e0cda098e1ea6313,social,2018-01
85e43237b3fb87d881c757f44f1b0357,556a6409838156ea299c9d1f9e2dde43,4b339f9567d060bcea4f5136b9f5949e,fbf4aef3f6915dc0c3c97d6812522f6a,2018-04-06 20:52:54,household_utilities,industry,shark,0,0,0,reseller,0.0,0.0,2018-03-26,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,2018-03
9ce2e101957dc53e3e89cc8e1599aa60,a4fc6eadaff1576af888509a53420f6a,09285259593c61296eef10c734121d5b,6565aa9ce3178a5caf6171827af3a9ba,2018-04-13 12:27:48,computers,online_beginner,cat,0,0,0,reseller,0.0,0.0,2018-04-12,df99f969c517db441d373ae68b2955c9,paid_search,2018-04
9a6b65aedf8177783035f3a53ca21ed1,0975b0dd18febd1008391fa53dff0891,370c9f455f93a9a96cbe9bea48e70033,85fc447d336637ba1df43e793199fbc8,2018-04-18 18:02:08,party,online_medium,eagle,0,0,0,manufacturer,0.0,0.0,2018-04-11,8515f4df7468489ed6bced112f86e360,organic_search,2018-04
4bb1ec1ff58ad39558e8468054bfc469,4fae87d32467e18eb46e4a76a0a0b9ce,9d12ef1a7eca3ec58c545c678af7869c,a8387c01a09e99ce014107505b92388c,2018-07-19 18:06:07,small_appliances,online_medium,cat,True,True,20-50,reseller,0.0,0.0,2018-01-13,22c29808c4f815213303f8933030604c,organic_search,2018-01
c34eb63cd098bf4be03d53462d7ecba2,3525be8392a4fa3274c459bcfee41eef,4b339f9567d060bcea4f5136b9f5949e,de63de0d10a6012430098db33c679b0b,2018-07-04 15:07:27,food_supplement,online_small,cat,0,0,0,reseller,0.0,0.0,2018-03-10,22c29808c4f815213303f8933030604c,unknown,2018-03
e428d5580f729d23e6070e43c492e424,8b181ee5518df84f18f4e1a43fe07923,09285259593c61296eef10c734121d5b,de63de0d10a6012430098db33c679b0b,2018-04-25 03:00:00,health_beauty,online_medium,shark,0,0,0,reseller,0.0,0.0,2018-03-22,0b9430edcbf2d9a95148c806af2b6699,unknown,2018-03
e3c91316d8f28b18d96869aebbb7c3ec,d594982fd877af63ace38ea1fca27c76,09285259593c61296eef10c734121d5b,fbf4aef3f6915dc0c3c97d6812522f6a,2018-06-05 17:20:34,audio_video_electronics,industry,wolf,0,0,0,reseller,0.0,0.0,2018-05-16,0b9430edcbf2d9a95148c806af2b6699,organic_search,2018-05
72e81de94dfc0373b006ca75e9c851a1,2f1e89e231b096f4ff1f55dfe8607a7b,e7dff61b78bebffa71678e126ce669ad,068066e24f0c643eb1d089c7dd20cd73,2018-10-31 16:54:59,computers,online_medium,cat,True,0,1-5,reseller,80.0,0.0,2018-02-21,241f79c7a8fe0270f4fb79fcbbcd17ad,paid_search,2018-02
1cbfa9c878ef8692c1ae21e4cfa11000,90269579385b838ce9bd577dcec278a4,34d40cdaf94010a1d05b0d6212f9e909,85fc447d336637ba1df43e793199fbc8,2018-05-30 14:43:50,pet,industry,cat,0,0,0,manufacturer,0.0,0.0,2018-05-25,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,2018-05
b055fc7de322786cd9ddc996cb6e72ff,398cb257329ef7af7f1943a8974a3cbc,a8387c01a09e99ce014107505b92388c,9ae085775a198122c5586fa830ff7f2b,2018-03-06 12:25:29,food_drink,online_medium,cat,0,0,0,manufacturer,0.0,0.0,2018-02-24,22c29808c4f815213303f8933030604c,organic_search,2018-02
a8d2884db49e0769ad4a0b8dce2e143c,d65f74c704563bcb8baa915fbf8cfa1e,6aa3b86a83d784b05f0e37e26b20860d,de63de0d10a6012430098db33c679b0b,2018-09-27 12:31:01,health_beauty,online_medium,cat,0,False,0,reseller,15.0,20000.0,2018-03-01,b76ef37428e6799c421989521c0e5077,unknown,2018-03
d955b97b28c2966211c9de2fe22fefbd,26e2c91ef821e1ff8985f408788fe35b,4b339f9567d060bcea4f5136b9f5949e,6565aa9ce3178a5caf6171827af3a9ba,2018-02-06 15:46:14,bed_bath_table,online_beginner,0,0,0,0,manufacturer,0.0,0.0,2018-01-04,a0fbc0263cb98bdb0d72b9f9f283a172,direct_traffic,2018-01
1d7cc0f1d0b54eac3609c5222246595b,dedcab67899479e4ea5dcc4eba47f587,56bf83c4bb35763a51c2baab501b4c67,d3d1e91a157ea7f90548eef82f1955e3,2018-05-15 18:05:25,car_accessories,online_medium,0,0,0,0,reseller,0.0,0.0,2018-01-16,b76ef37428e6799c421989521c0e5077,unknown,2018-01
78f9eb91b8c7b3b3967fab18283ec614,ca4b77513ac2040591b0d8fae6958380,370c9f455f93a9a96cbe9bea48e70033,a8387c01a09e99ce014107505b92388c,2018-06-11 12:40:42,health_beauty,online_medium,cat,0,0,0,reseller,0.0,0.0,2018-04-06,649b7b8b46b254497e92038d88f6ced8,social,2018-04
20fcec0873b39b4df3df34140d77d6e7,cee3c487c56d29554a22d112af618301,084b6fbb10729ed4da8c3d3f5a3ae7c9,0a0fb2b07d841f84fb6714e35c723075,2018-11-14 18:04:19,other,other,cat,False,False,1-5,other,120.0,6000.0,2018-01-12,22c29808c4f815213303f8933030604c,organic_search,2018-01
0a1643cb73c25878cc845d5594059afe,ae9d6bb89361dff26edbccc7e1c2911d,068066e24f0c643eb1d089c7dd20cd73,2695de1affa7750089c0455f8ce27021,2018-04-27 14:01:33,fashion_accessories,online_beginner,cat,0,0,0,manufacturer,0.0,0.0,2018-04-17,22c29808c4f815213303f8933030604c,organic_search,2018-04
92c7eacf759c266a7663d63876d84223,da3eab58892c04039f4cd5ecb09ae260,9d12ef1a7eca3ec58c545c678af7869c,c638112b43f1d1b86dcabb0da720c901,2018-03-27 19:14:00,home_decor,offline,eagle,0,0,0,manufacturer,0.0,0.0,2018-03-27,b76ef37428e6799c421989521c0e5077,unknown,2018-03
f72a53e19c3310188cedd074226312c9,6e4a902d1054e4e17aa6eab87fac1c75,34d40cdaf94010a1d05b0d6212f9e909,2695de1affa7750089c0455f8ce27021,2018-06-18 13:58:00,audio_video_electronics,offline,wolf,0,0,0,reseller,0.0,0.0,2018-04-23,7fa6214d82e911d070f51ef79381b956,direct_traffic,2018-04
d25814a309be54d1d2279a4ff921ea28,2d42ebcda99fd55f6f4bc2f1ca035d50,4b339f9567d060bcea4f5136b9f5949e,9e4d1098a3b0f5da39b0bc48f9876645,2018-04-11 03:00:00,home_decor,online_big,cat,0,0,0,reseller,0.0,0.0,2018-02-25,88740e65d5d6b056e0cda098e1ea6313,social,2018-02
e3ed7cb7b47e4079cb9fef895846b3e2,04843805947f0fc584fc1969b6e50fe7,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,2018-04-18 16:50:40,home_decor,online_big,cat,0,0,0,manufacturer,0.0,0.0,2018-03-26,58326e62183c14b0c03085c33b9fdc44,social,2018-03
413e4eb37de01f40522e28ecdc268639,d9d057968270cdb30c14cba606d5dc90,4b339f9567d060bcea4f5136b9f5949e,495d4e95a8cf8bbf8b432b612a2aa328,2018-03-29 17:48:42,car_accessories,online_medium,0,0,0,0,reseller,0.0,0.0,2018-01-12,22c29808c4f815213303f8933030604c,unknown,2018-01
c1e598764329cc9c377ef1d029be8ceb,d4dcd3a31f5f19aea2f258a568517a4f,fdb16d3cbbeb5798f2f66c4096be026d,060c0a26f19f4d66b42e0d8796688490,2018-02-22 13:18:26,food_drink,industry,0,0,0,0,manufacturer,0.0,0.0,2018-02-04,22c29808c4f815213303f8933030604c,organic_search,2018-02
9cca8d684240e24dd459f2d439fae30c,28760737b4b82d4479ddff8db5e9f71f,9e4d1098a3b0f5da39b0bc48f9876645,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-27 20:04:12,pet,online_medium,cat,0,0,0,manufacturer,0.0,0.0,2018-02-14,b76ef37428e6799c421989521c0e5077,unknown,2018-02
0d99b130d767e50e22b528261ffe5550,0dccb6973ef48a00fbcccfe907181ab0,34d40cdaf94010a1d05b0d6212f9e909,a8387c01a09e99ce014107505b92388c,2018-06-11 12:04:11,food_supplement,online_beginner,cat,0,0,0,reseller,0.0,0.0,2018-05-29,22c29808c4f815213303f8933030604c,organic_search,2018-05
7c9ac4388867d4cc3f1cf9c05ad7e944,751e274377499a8503fd6243ad9c56f6,9749123c950bf8363ace42cb1c2d0815,4ef15afb4b2723d8f3d81e51ec7afefe,2018-07-30 14:34:51,audio_video_electronics,online_big,cat,0,0,0,reseller,0.0,0.0,2018-03-07,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,2018-03
2c5d0b35798bffadf8f67ef0af84d183,93a55b2252867fd7df54c78cbd5c6d95,56bf83c4bb35763a51c2baab501b4c67,fbf4aef3f6915dc0c3c97d6812522f6a,2018-04-02 14:20:33,construction_tools_house_garden,offline,cat,0,0,0,reseller,0.0,0.0,2018-03-23,b76ef37428e6799c421989521c0e5077,unknown,2018-03
e5860ae00103b3869a25d940345bf0fd,1185ae3e5ac0463c854dad54fc8fc9e1,34d40cdaf94010a1d05b0d6212f9e909,495d4e95a8cf8bbf8b432b612a2aa328,2018-04-13 12:50:35,bags_backpacks,industry,cat,0,0,0,manufacturer,0.0,0.0,2018-04-10,b76ef37428e6799c421989521c0e5077,unknown,2018-04
014c073ef65e4a7ef73acd61cf606164,2646baaf662d4d92ac48f047e35db92d,9d12ef1a7eca3ec58c545c678af7869c,4ef15afb4b2723d8f3d81e51ec7afefe,2018-03-23 19:06:54,construction_tools_house_garden,online_medium,eagle,0,0,0,reseller,0.0,0.0,2018-03-22,b76ef37428e6799c421989521c0e5077,unknown,2018-03
3a91a097116d6c8b32d41e0c81dd1e9c,e433f5fd4050e3352b5d83522b7fe24b,a8387c01a09e99ce014107505b92388c,9e4d1098a3b0f5da39b0bc48f9876645,2018-04-26 03:00:00,construction_tools_house_garden,online_medium,cat,0,0,0,manufacturer,0.0,0.0,2018-04-05,f017be4dbf86243af5c1ebed0cff36a2,organic_search,2018-04
1030d227d3fe9ed0555666c4ffd14ab1,5cc5fe3c6e303fb7656ee7b0ca21ed58,9e4d1098a3b0f5da39b0bc48f9876645,6565aa9ce3178a5caf6171827af3a9ba,2018-03-12 13:21:11,jewerly,online_small,cat,0,0,0,reseller,0.0,0.0,2018-02-10,88740e65d5d6b056e0cda098e1ea6313,social,2018-02
1c69de363482d0cbc9b6da97cb49757a,dc64d75cc406bb0697be983831430e60,f42a2bd194f7802ab052a815c8de65b7,85fc447d336637ba1df43e793199fbc8,2018-04-30 21:13:36,audio_video_electronics,online_small,cat,0,0,0,reseller,0.0,0.0,2018-04-13,22c29808c4f815213303f8933030604c,organic_search,2018-04
415ae4e297c08fd8790a5b1e1ba8482e,08d1c9478fb0d7d7fcac9c0da4e82fc7,4b339f9567d060bcea4f5136b9f5949e,de63de0d10a6012430098db33c679b0b,2018-04-27 13:35:00,home_decor,online_medium,wolf,0,0,0,manufacturer,0.0,0.0,2018-04-11,22c29808c4f815213303f8933030604c,paid_search,2018-04
a55b94066766f2d29fc22a3bb52d78f6,5181ea7b0d346ed14c5c07f0ff22b2b4,fdb16d3cbbeb5798f2f66c4096be026d,4ef15afb4b2723d8f3d81e51ec7afefe,2018-09-04 14:15:04,toys,online_big,cat,0,0,5-20,reseller,1000.0,180000.0,2018-02-18,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,2018-02
f5da97d441cd42b0b26c10145b71a923,ee2fbacc2fc3794e656cc4d933d59ce7,9d12ef1a7eca3ec58c545c678af7869c,fbf4aef3f6915dc0c3c97d6812522f6a,2018-05-18 18:08:22,small_appliances,online_big,cat,0,0,0,reseller,0.0,0.0,2018-04-11,b76ef37428e6799c421989521c0e5077,unknown,2018-04
682e8ae60182137d74d90ada9e0947d8,7fc87cc3e89b3d1d5cabdca32f8485aa,a8387c01a09e99ce014107505b92388c,4ef15afb4b2723d8f3d81e51ec7afefe,2018-02-27 19:19:47,home_office_furniture,offline,cat,0,0,0,manufacturer,0.0,0.0,2018-02-22,2228a43ac0bc372e25f9569e69fc9015,paid_search,2018-02
77abef21c838da55e14ffc88016ce91f,eba08391609dfda5c016fdd264f9383b,068066e24f0c643eb1d089c7dd20cd73,6565aa9ce3178a5caf6171827af3a9ba,2018-01-12 16:07:27,home_decor,online_medium,0,0,0,0,reseller,0.0,0.0,2018-01-05,22c29808c4f815213303f8933030604c,organic_search,2018-01
46d9834fa62209a6504b2aabe46d7bfb,8b3317388df29d5fa94360a486ad3356,56bf83c4bb35763a51c2baab501b4c67,6565aa9ce3178a5caf6171827af3a9ba,2018-02-26 12:45:46,car_accessories,online_medium,cat,0,0,0,reseller,0.0,0.0,2018-02-16,22c29808c4f815213303f8933030604c,organic_search,2018-02
009ff90f082aaa9fcd6e14caf65c7cc6,134285d1f41da5c13a756ee8142c8a4e,a8387c01a09e99ce014107505b92388c,9e4d1098a3b0f5da39b0bc48f9876645,2018-04-03 03:00:00,car_accessories,online_big,cat,0,0,0,reseller,0.0,0.0,2018-03-19,4aab772aeb9833c170d8ea5413e02eac,paid_search,2018-03
29b97ecc5839e61efb7bdc25e979d8c6,e9e446d01bd10a97a8ffcfc4a3a20cb2,09285259593c61296eef10c734121d5b,d3d1e91a157ea7f90548eef82f1955e3,2018-04-27 16:11:57,health_beauty,online_medium,cat,0,0,0,reseller,0.0,0.0,2018-04-04,58326e62183c14b0c03085c33b9fdc44,social,2018-04
8d6be534a8bdd08e11efe57c6ce3dd21,6061155addc1e54b4cfb51c1c2a32ad8,a8387c01a09e99ce014107505b92388c,2695de1affa7750089c0455f8ce27021,2018-04-27 20:44:40,pet,online_small,cat,0,0,0,reseller,0.0,0.0,2018-04-05,22c29808c4f815213303f8933030604c,organic_search,2018-04
4979feabd6097fb6100fd36c3c32aae0,bba8d0c234a52b87b3957037a215d1a4,56bf83c4bb35763a51c2baab501b4c67,c638112b43f1d1b86dcabb0da720c901,2018-02-22 21:07:50,home_decor,online_small,cat,0,0,0,manufacturer,0.0,0.0,2018-02-14,1e884e3078d9978e216a027ecd57fb34,direct_traffic,2018-02
5985e72b3752e4749926885db1b45be4,044668ccd5316b12a7cf0d54a156e3e9,56bf83c4bb35763a51c2baab501b4c67,4ef15afb4b2723d8f3d81e51ec7afefe,2018-01-31 21:00:13,food_drink,offline,0,0,0,0,reseller,0.0,0.0,2018-01-23,b76ef37428e6799c421989521c0e5077,unknown,2018-01
048bb2f901e2c6f99bc9d26b78b47129,fc813dd7e04b8a1c9c10e8e9c10cd5f9,0a0fb2b07d841f84fb6714e35c723075,4ef15afb4b2723d8f3d81e51ec7afefe,2018-06-25 19:33:44,music_instruments,industry,cat,0,0,0,reseller,0.0,0.0,2018-05-24,40dec9f3d5259a3d2dbcdab2114fae47,paid_search,2018-05
58caf27a48e7930aefd5437298d64a70,922f6795c9e65f2485d4e63af76586ff,45749fb708130f78d0db07d8d80f030b,34d40cdaf94010a1d05b0d6212f9e909,2018-09-21 18:18:15,bed_bath_table,online_medium,"cat, wolf",True,True,5-20,reseller,50.0,30000.0,2018-03-23,65d9f9d71e562365e8b44037c2888d98,paid_search,2018-03
2b094148a9d10109b903715267c4dd14,224167f6e956da2f71c0e8dbdaa8bbf0,56bf83c4bb35763a51c2baab501b4c67,4ef15afb4b2723d8f3d81e51ec7afefe,2018-03-12 13:14:10,computers,offline,eagle,0,0,0,reseller,0.0,0.0,2018-02-28,b76ef37428e6799c421989521c0e5077,unknown,2018-02
e5f15cc640c8a7408103dd190ced966c,30a81d8cf85fb2ada1b1b094c9583a95,068066e24f0c643eb1d089c7dd20cd73,4ef15afb4b2723d8f3d81e51ec7afefe,2018-01-19 16:51:28,pet,online_top,0,0,0,0,reseller,0.0,0.0,2018-01-03,b76ef37428e6799c421989521c0e5077,unknown,2018-01
a15880813bd2f137e9f6922cbb7255bf,7e417525a6ce49b708fd384e580fe3c4,a8387c01a09e99ce014107505b92388c,6565aa9ce3178a5caf6171827af3a9ba,2018-04-03 17:19:55,home_decor,online_medium,cat,0,0,0,manufacturer,0.0,0.0,2018-03-20,e492ee5eaf1697716985cc6f33f9cd9b,paid_search,2018-03
3bcc8997df233ab581f30dd65f14698c,b6cac2bb2d83cae903e336e6a993c795,34d40cdaf94010a1d05b0d6212f9e909,de63de0d10a6012430098db33c679b0b,2018-04-23 14:31:35,car_accessories,online_big,cat,0,0,0,reseller,0.0,0.0,2018-04-11,04a75b75d5f4f3a16b0178fbe382da00,unknown,2018-04
afac78e614dac1a1470030ea55c08eef,0ddefe3c7a032b91f4e25b9c3a08fca1,de63de0d10a6012430098db33c679b0b,6565aa9ce3178a5caf6171827af3a9ba,2018-02-09 15:35:51,household_utilities,online_small,cat,0,0,0,reseller,0.0,0.0,2018-02-06,22c29808c4f815213303f8933030604c,paid_search,2018-02
d0b2ef3bdc9ed0fce3d672ec52dc9c00,45dfe11016c782d99a19f93dd34c300d,a8387c01a09e99ce014107505b92388c,060c0a26f19f4d66b42e0d8796688490,2018-03-16 14:17:34,car_accessories,online_medium,cat,0,0,0,reseller,0.0,0.0,2018-03-05,b76ef37428e6799c421989521c0e5077,unknown,2018-03
496515dec2a1c280f145f6ccb34851fb,6f835fd4be26989b1b064399da346143,09285259593c61296eef10c734121d5b,d3d1e91a157ea7f90548eef82f1955e3,2018-04-27 16:09:25,audio_video_electronics,online_medium,wolf,0,0,0,reseller,0.0,0.0,2018-04-26,3f3196b43b4af9aafbe878f6a1bbc7bd,unknown,2018-04
17c77fd570aa86b74387fae66d9d4edd,3e35a8bb43569389d3cebef0ce820f69,de63de0d10a6012430098db33c679b0b,4ef15afb4b2723d8f3d81e51ec7afefe,2018-01-18 11:09:00,food_drink,industry,0,0,0,0,reseller,0.0,0.0,2018-01-04,22c29808c4f815213303f8933030604c,unknown,2018-01
cc4ec90b270b9f1de8dc2d8864425252,a7d0f8dd44f57ef6de7f7f02e3d82630,b90f87164b5f8c2cfa5c8572834dbe3f,85fc447d336637ba1df43e793199fbc8,2018-04-27 21:38:40,health_beauty,online_medium,cat,0,0,0,reseller,0.0,0.0,2018-04-26,22c29808c4f815213303f8933030604c,email,2018-04
